ad_archive_id,ads_count,page_name,body_text,display_format,page_like_count,total_active_time,start_date,end_date,duration_hours,media_mix,language
716184894838601,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,39448.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.0,video-only,en
838264758700155,10,Coursiv,Kick-start your AI journey with Coursiv 🚀,VIDEO,302207,37658.0,2025-11-10 08:00:00,2025-11-10 08:00:00,10.5,video-only,en
4304724263074785,10,Coursiv,Kick-start your AI journey with Coursiv 🚀,VIDEO,302207,37665.0,2025-11-10 08:00:00,2025-11-10 08:00:00,10.5,video-only,en
760404937052979,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,39396.0,2025-11-10 08:00:00,2025-11-10 08:00:00,10.9,video-only,en
985044683838663,5,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42473.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
1415752930115362,5,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42548.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
761999766846185,5,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42484.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
984232793917346,5,"GrowMe: Audio Books, Summaries",Unknown,VIDEO,15,41265.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.5,video-only,en
1984489342327362,5,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42525.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
5152413855092185,5,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42533.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
810691775209054,5,Coursiv,Kick-start your AI journey with Coursiv 🚀,VIDEO,302207,39264.0,2025-11-10 08:00:00,2025-11-10 08:00:00,10.9,video-only,en
823024340450873,5,"GrowMe: Audio Books, Summaries",Unknown,VIDEO,15,41265.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.5,video-only,en
845300118670003,5,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42539.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
25712366211700621,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42939.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
813675281566851,10,CaféEAD,"100% integrado, em tempo real: dados confiáveis e operação estável do login ao certificado.

Arquitetura monitorada com SSO, LGPD, logs e backups testados mantém tudo seguro. Integrações passam por homologação, rollback é documentado e o MTTR curto reduz impacto quando algo foge do script. 

Painéis mostram o que importa na hora certa para agir rápido, cortar retrabalho e garantir a melhor experiência para alunos e equipe. 

Quer essa previsibilidade na sua plataforma? Acesse o site ou o Link na Bio.

Café EAD - conectando tecnologia com resultados.

#PlataformaEducacional #TreinamentoCorporativo #Microlearning #ConsultoriaPedagógica #ead #ensinoadistancia #universidadecorporativa #ensinoonline #educacaocorporativa",IMAGE,841,38297.0,2025-11-10 08:00:00,2025-11-10 08:00:00,10.6,image-only,pt
2100064960800893,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42613.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
889759333715089,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42936.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1596055018079806,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42971.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
4386123835006834,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42748.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
691829516956128,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42931.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
25576765751982889,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43082.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
1976860723095341,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42574.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
840642701911818,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42595.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
24811815891774744,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42573.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.8,video-only,en
732084909893253,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43148.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
1574503147041101,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43389.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.1,video-only,en
1170999525124245,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42921.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1900059830583556,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43087.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
807573458569915,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42931.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1032190362356674,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42791.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
2302663453581877,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42815.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1375013797345957,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43144.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
1343782414204005,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42812.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1551052089659170,1,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42943.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1539287580532497,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42955.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1547749859983292,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42941.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1399850855189462,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42935.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
2222103331620938,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43070.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
25194988093521401,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42992.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
851448073996848,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43313.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
813855584608235,2,Coursiv,Kick-start your AI journey with Coursiv 🚀,VIDEO,302207,27545.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.7,video-only,en
828103296509653,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42973.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
815224518172820,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,42945.0,2025-11-10 08:00:00,2025-11-10 08:00:00,11.9,video-only,en
1443642190031750,2,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43066.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
819717604135995,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,43640.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.1,none,en
1343166920638547,8,Paladin,Turn self-development into laid-back and easy leisure 🤝 with bite-sized history lessons and quizzes!,IMAGE,5894,44024.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.2,image-only,en
1315221983252738,8,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45099.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.5,video-only,en
849089164368957,8,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43346.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
818784324195839,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,43798.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.2,none,en
1130277765938577,8,Paladin,"Take a Break from Scrolling! Refresh Your Mind with History Learning!
✅ Higher level of intelligence
✅ Personal Growth and reflection
✅ Become the most intelligent person in the room🚀",IMAGE,5894,43431.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.1,image-only,en
4314029638853925,8,Career Voice,"Your voice is your career tool. Speak with clarity, confidence, and power",VIDEO,4421,43335.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
732314703232253,8,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43348.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
1602613914440280,8,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,43336.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.0,video-only,en
2075233093308451,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45113.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.5,video-only,en
843946111617968,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45331.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.6,video-only,en
2706007496415006,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45119.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.5,video-only,en
1195333849126616,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45419.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.6,video-only,en
2637716436574323,7,Duomo,"🌱 The Bible isn’t just theory—it’s a guide for life.

✅ Apply God’s Word to daily choices
✅ Strengthen relationships with Biblical wisdom
✅ Face challenges with peace and clarity

Live your faith deeply—one lesson at a time.",VIDEO,39484,45495.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.6,video-only,en
1194361622550789,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45443.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.6,video-only,en
1245064020974209,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45297.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.6,video-only,en
801372212734043,7,Duomo,"🌱 The Bible isn’t just theory—it’s a guide for life.

✅ Apply God’s Word to daily choices
✅ Strengthen relationships with Biblical wisdom
✅ Face challenges with peace and clarity

Live your faith deeply—one lesson at a time.",VIDEO,39484,45125.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.5,video-only,en
1279196280739008,7,Above Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13168,45113.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.5,video-only,en
1153960876338087,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,46290.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
2075769899844314,10,Havly marketing microlearning,Саммарі маркетинг курсів на 10000$ та практичний досвід експертів з топ-компаній України та Європи.,IMAGE,0,46129.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.8,image-only,uk
1891482918915152,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46336.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1103190765026464,10,Havly marketing microlearning,Саммарі маркетинг курсів на 10000$ та практичний досвід експертів з топ-компаній України та Європи.,IMAGE,0,46304.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,image-only,uk
1344489873877953,10,Havly marketing microlearning,Саммарі маркетинг курсів на 10000$ та практичний досвід експертів з топ-компаній України та Європи.,IMAGE,0,46325.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,image-only,uk
730695543372945,10,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46334.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
689780527527493,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46346.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
24949262204754979,10,Duomo,"🌱 The Bible isn’t just theory—it’s a guide for life.

✅ Apply God’s Word to daily choices
✅ Strengthen relationships with Biblical wisdom
✅ Face challenges with peace and clarity

Live your faith deeply—one lesson at a time.",VIDEO,39484,45487.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.6,video-only,en
1484385876153109,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46266.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1458745472917870,10,Havly marketing microlearning,Саммарі маркетинг курсів на 10000$ та практичний досвід експертів з топ-компаній України та Європи.,CAROUSEL,0,46098.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.8,both,uk
1338610293927251,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,46408.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1616402389743442,9,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46398.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1214751877369545,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46372.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1819508655602526,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46890.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
1563209944837395,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,46403.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1760030931369545,9,She Leads the Conversation,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,13028,46415.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1261932422616762,9,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46433.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
2765650527102544,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46369.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1315633877270573,9,Beyond Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,19293,46383.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
843861151520367,8,Paladin,Turn self-development into laid-back and easy leisure 🤝 with bite-sized history lessons and quizzes!,IMAGE,5894,44021.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.2,image-only,en
1260905709414955,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46580.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
532809673261027,9,Next-Level Speaking,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13223,46528.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1175440741437694,9,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46510.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
2044422052991975,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,46510.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1469059910871540,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,46577.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1392728492571713,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46576.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
852176003942515,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46615.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1464837195309201,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,46512.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1415218487269887,10,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46661.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
1348368366477415,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46652.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
25525759017019316,10,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46649.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
1577424200282645,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,49983.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.9,video-only,en
855028033638964,10,Beyond Words,"Master small talk, active listening, and persuasive speaking. Get guided practice and real-time feedback in minutes a day.",VIDEO,19293,46671.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
1913690639506057,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,49998.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.9,video-only,en
1174211474107940,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,46551.0,2025-11-10 08:00:00,2025-11-10 08:00:00,12.9,video-only,en
1514672099619306,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,49487.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.7,video-only,en
1460680158368828,10,Above Words,"Want to stop overthinking every conversation? Our app helps you build real communication skills—fast, fun, and effective. Try it now!",VIDEO,13168,46631.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
843329938058448,10,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,46643.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.0,video-only,en
829652916426851,10,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,49626.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
2329860407453207,10,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,49592.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
1569066704090534,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,1.0,2025-11-10 08:00:00,2025-11-10 08:00:00,0.0,video-only,en
1169142337946501,10,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,49609.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
880114924852307,10,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,49608.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
674280572199741,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,50025.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.9,video-only,en
1464641331273172,10,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,49655.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
731355566494619,10,She Leads the Conversation,"💼 Struggle to speak up in meetings or set boundaries clearly?
This mini-course helps women express themselves firmly, without losing warmth or authenticity.",VIDEO,13028,49605.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
1101080201914056,10,Soft Skills Trainer,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,162,50037.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.9,video-only,en
734153685607667,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,49765.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
1192124512776843,9,She Leads the Conversation,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,13028,49720.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
717702037426241,9,Power Skills,"Great leaders don’t just talk—they inspire. Learn to speak with confidence, clarity, and authority in just 15 minutes a day. Start your journey to powerful communication now!",VIDEO,403,49720.0,2025-11-10 08:00:00,2025-11-10 08:00:00,13.8,video-only,en
